Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Date
3303,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4800,5600,5200,29-Jul-22
3304,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4800,6400,5600,28-Jul-22
3305,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4400,5600,4800,25-Jul-22
3306,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4400,5200,4800,24-Jul-22
3307,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4400,5200,4800,23-Jul-22
3308,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,22-Jul-22
3309,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,21-Jul-22
3310,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,19-Jul-22
3311,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,18-Jul-22
3312,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,17-Jul-22
3313,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,16-Jul-22
3314,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,09-Jul-22
3315,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,08-Jul-22
3316,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,07-Jul-22
3317,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,05-Jul-22
3318,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4000,3800,04-Jul-22
3319,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,01-Jul-22
3320,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,30-Jun-22
3321,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,27-Jun-22
3322,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,26-Jun-22
3323,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,25-Jun-22
3324,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,24-Jun-22
3325,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,23-Jun-22
3326,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,21-Jun-22
3327,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,20-Jun-22
3328,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,19-Jun-22
3329,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,18-Jun-22
3330,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,17-Jun-22
3331,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,16-Jun-22
3332,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,14-Jun-22
3333,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,13-Jun-22
3334,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,12-Jun-22
3335,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,11-Jun-22
3336,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,10-Jun-22
3337,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,09-Jun-22
3338,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,07-Jun-22
3339,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,03-Jun-22
3340,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,02-Jun-22
3341,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,31-May-22
3342,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,30-May-22
3343,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,29-May-22
3344,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,28-May-22
3345,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,27-May-22
3346,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,26-May-22
3347,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,24-May-22
3348,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,5200,4800,23-May-22
3349,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,22-May-22
3350,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4800,4000,21-May-22
3351,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,20-May-22
3352,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,19-May-22
3353,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,17-May-22
3354,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,16-May-22
3355,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,15-May-22
3356,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4400,5200,4800,14-May-22
3357,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,13-May-22
3358,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,12-May-22
3359,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,10-May-22
3360,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,08-May-22
3361,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,07-May-22
3362,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,06-May-22
3363,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,05-May-22
3364,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,03-May-22
3365,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,02-May-22
3366,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,01-May-22
3367,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,30-Apr-22
3368,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,29-Apr-22
3369,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,26-Apr-22
3370,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,25-Apr-22
3371,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,23-Apr-22
3372,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,22-Apr-22
3373,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,21-Apr-22
3374,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,19-Apr-22
3375,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,18-Apr-22
3376,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,17-Apr-22
3377,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,16-Apr-22
3378,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,15-Apr-22
3379,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2800,3600,3200,14-Apr-22
3380,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,12-Apr-22
3381,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2800,3200,3000,11-Apr-22
3382,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3200,2800,10-Apr-22
3383,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3000,2800,09-Apr-22
3384,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3200,2800,08-Apr-22
3385,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3200,2800,07-Apr-22
3386,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3000,2700,05-Apr-22
3387,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3000,2800,04-Apr-22
3388,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3000,2800,03-Apr-22
3389,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3000,2700,02-Apr-22
3390,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3000,2600,01-Apr-22
3391,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3200,2800,31-Mar-22
3392,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3200,2800,29-Mar-22
3393,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3000,2800,28-Mar-22
3394,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2400,3000,2800,27-Mar-22
3395,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2800,3200,3000,26-Mar-22
3396,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,25-Mar-22
3397,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3000,4000,3500,24-Mar-22
3398,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,22-Mar-22
3399,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,2800,4000,3400,21-Mar-22
3400,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3000,4000,3500,20-Mar-22
3401,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,19-Mar-22
3402,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,18-Mar-22
3403,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,17-Mar-22
3404,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,15-Mar-22
3405,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,14-Mar-22
3406,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,13-Mar-22
3407,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,12-Mar-22
3408,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,10-Mar-22
3409,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,08-Mar-22
3410,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,07-Mar-22
3411,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,04-Mar-22
3412,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,27-Feb-22
3413,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,26-Feb-22
3414,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,24-Feb-22
3415,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,22-Feb-22
3416,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,21-Feb-22
3417,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,20-Feb-22
3418,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,19-Feb-22
3419,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,17-Feb-22
3420,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,15-Feb-22
3421,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,14-Feb-22
3422,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,13-Feb-22
3423,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,12-Feb-22
3424,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,11-Feb-22
3425,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,10-Feb-22
3426,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,08-Feb-22
3427,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,07-Feb-22
3428,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,06-Feb-22
3429,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,04-Feb-22
3430,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4000,4800,4400,03-Feb-22
3431,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,01-Feb-22
3432,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,31-Jan-22
3433,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,30-Jan-22
3434,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,29-Jan-22
3435,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,27-Jan-22
3436,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,25-Jan-22
3437,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,22-Jan-22
3438,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3600,4400,4000,17-Jan-22
3439,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,16-Jan-22
3440,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,15-Jan-22
3441,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,13-Jan-22
3442,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,3200,4000,3600,11-Jan-22
3443,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4400,5200,4800,10-Jan-22
3444,Warangal,Hanmarkonda(Rythu Bazar),Brinjal,Brinjal,FAQ,4800,5600,5200,09-Jan-22
3445,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,31-Dec-22
3446,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,30-Dec-22
3447,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,29-Dec-22
3448,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,28-Dec-22
3449,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,27-Dec-22
3450,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2400,3000,2700,26-Dec-22
3451,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,25-Dec-22
3452,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1500,24-Dec-22
3453,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1000,1500,1200,23-Dec-22
3454,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2000,22-Dec-22
3455,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2000,21-Dec-22
3456,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,19-Dec-22
3457,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1500,18-Dec-22
3458,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1000,3000,2000,17-Dec-22
3459,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2000,16-Dec-22
3460,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1500,15-Dec-22
3461,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2000,13-Dec-22
3462,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,12-Dec-22
3463,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,2500,2200,11-Dec-22
3464,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2000,10-Dec-22
3465,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2000,09-Dec-22
3466,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2000,08-Dec-22
3467,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,800,2000,1400,07-Dec-22
3468,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2000,06-Dec-22
3469,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2000,1800,05-Dec-22
3470,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,2500,2200,04-Dec-22
3471,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2000,03-Dec-22
3472,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2000,02-Dec-22
3473,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,01-Dec-22
3474,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1500,30-Nov-22
3475,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,29-Nov-22
3476,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2000,28-Nov-22
3477,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2500,3500,3000,26-Nov-22
3478,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,25-Nov-22
3479,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,21-Nov-22
3480,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2500,3500,3000,20-Nov-22
3481,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2000,18-Nov-22
3482,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,17-Nov-22
3483,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,16-Nov-22
3484,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,15-Nov-22
3485,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,14-Nov-22
3486,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,13-Nov-22
3487,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,12-Nov-22
3488,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,11-Nov-22
3489,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,10-Nov-22
3490,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3500,2800,09-Nov-22
3491,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,08-Nov-22
3492,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,07-Nov-22
3493,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,06-Nov-22
3494,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,5000,4000,05-Nov-22
3495,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,5000,4000,04-Nov-22
3496,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,5000,4000,03-Nov-22
3497,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2500,3500,3000,02-Nov-22
3498,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,01-Nov-22
3499,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4500,31-Oct-22
3500,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,30-Oct-22
3501,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3500,4500,4000,29-Oct-22
3502,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3500,4500,4000,28-Oct-22
3503,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,27-Oct-22
3504,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,26-Oct-22
3505,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2500,3500,3000,25-Oct-22
3506,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2500,3500,3000,24-Oct-22
3507,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,23-Oct-22
3508,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2500,3500,3000,22-Oct-22
3509,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,21-Oct-22
3510,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2500,3500,3000,20-Oct-22
3511,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,19-Oct-22
3512,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2500,3500,3000,18-Oct-22
3513,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,17-Oct-22
3514,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,16-Oct-22
3515,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,15-Oct-22
3516,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2500,3500,3000,14-Oct-22
3517,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,13-Oct-22
3518,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,12-Oct-22
3519,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,11-Oct-22
3520,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,10-Oct-22
3521,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2500,3500,3000,09-Oct-22
3522,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,4000,3000,08-Oct-22
3523,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,07-Oct-22
3524,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,06-Oct-22
3525,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2500,05-Oct-22
3526,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2500,3500,3000,04-Oct-22
3527,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3500,4500,4000,03-Oct-22
3528,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,02-Oct-22
3529,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,01-Oct-22
3530,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,3000,4000,3500,30-Sep-22
3531,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,FAQ,2500,3500,3000,29-Sep-22
